;artista;musica;letra;selecionado
104;Gusttavo Lima;Cem Mil;"Não fale mais o meu nome
Não me telefone
Por favor, não pergunte por mim

Vê se me esquece e some
Se eu te ver de longe
Viro a cara, finjo que não vi

Mas eu não vou mentir
Tá doendo lá no fundo
Sem você, eu não consigo mais dormir

Vamos fazer assim
Melhor não me procurar
Porque eu morro de medo de te perdoar

Eu tô falando mal de você, iê
Que você nunca soube fazer, iê
Cem mil, com quem quiser, eu aposto
Se ela bater o dedo, eu volto

Ela não vale um real
Mas eu adoro";1
105;Gusttavo Lima;Perrengue;"E não foi só uma vez não
Que eu tentei reconciliação
Eu bato demais na mesma tecla
Eu querendo paz e você guerra

Até onde eu sei, relacionamento é a dois
Meu nome na sua agenda era atender depois
Terminei, fiquei mal, tô triste
Mas quando um não quer, dois não existe

E que eu vou sentir falta, eu vou
Eu vou beber lembrando, eu vou
Cê vai passar o perrengue que meu coração sofreu
Quando perceber que me perdeu

E que eu vou sentir falta, eu vou
Eu vou beber lembrando, eu vou
Cê vai passar o perrengue que meu coração sofreu
Quando perceber que me perdeu

Tudo que vai volta, menos eu";1
106;Gusttavo Lima;Fui Fiel;"Foi bonito, foi
Foi intenso, foi verdadeiro
Mas sincero
Sei que fui capaz
Fiz até demais
Te quis do teu jeito

Te amei, te mostrei
Que o meu amor foi o mais profundo
Me doei, me entreguei
Fui fiel
Chorei, chorei

Hoje eu acordei, me veio a falta de você
Saudade de você, saudade de você
Lembrei que me acordava de manhã só pra dizer
""Bom dia, meu bebê!
Te amo, meu bebê! ""

Hoje eu acordei, me veio a falta de você
Saudade de você, saudade de você
Lembrei que me acordava de manhã só pra dizer
""Bom dia, meu bebê!
Te amo, meu bebê! ""

Foi bonito, foi
Foi intenso, foi verdadeiro
Mas sincero
Sei que fui capaz
Fiz até demais
Te quis do teu jeito

Te amei e mostrei
Que o meu amor foi o mais profundo
Me doei, me entreguei
Fui fiel
Chorei, chorei

Hoje eu acordei, me veio a falta de você
Saudade de você, saudade de você
Lembrei que me acordava de manhã só pra dizer
""Bom dia, meu bebê!
Te amo, meu bebê! ""

Hoje eu acordei, me veio a falta de você
Saudade de você, saudade de você
Lembrei que me acordava de manhã só pra dizer
""Bom dia, meu bebê!
Te amo, meu bebê! ""

Hoje eu acordei, me veio a falta de você
Saudade de você, saudade de você
Lembrei que me acordava de manhã só pra dizer
""Bom dia, meu bebê!
Te amo, meu bebê! """;1
107;Gusttavo Lima;Diz Pra Mim;"Desde o inicio você esteve tão presente
E eu só te evitando
Estou do outro lado as coisas mudam com o tempo
E hoje não vivo sem você

E agora você diz pra mim oh oh
Que já não é bem assim oh oh
Já está tão perto o fim do nosso amor
Nosso amor

Diz o que é preciso pra te ter aqui comigo
Pra fazer o nosso amor reviver
Pra não te perder
O que é preciso pra te ter aqui comigo
E a velha chama reacender
Pra não te perder

Desculpe mas eu não entendo
A gente se perdeu no tempo
E eu fiquei tão perdido
Confesso que às vezes penso na gente
E em um recomeço
Melhor e bem diferente

Mas tem que partir de você oh oh
Amor fazer por merecer oh oh
Porque não se conserta assim
O nosso amor, nosso amor
Nosso amor, amor

Diz o que é preciso pra te ter aqui comigo
Pra fazer o nosso amor reviver
Pra não te perder
O que é preciso pra te ter aqui comigo
E a velha chama reacender
Pra não te perder

Não posso aceitar, não é nosso fim
Está escrito nas estrelas você nasceu pra mim
Depende de nós tudo mudar
Eu quero e sei que você também
(Diz pra mim)

Diz o que é preciso pra te ter aqui comigo
Pra fazer o nosso amor reviver
Pra não te perder
O que é preciso pra te ter aqui comigo
E a velha chama reacender
Pra não te perder

O que é preciso pra te ter aqui comigo
Pra fazer o nosso amor reviver
Pra não te perder
O que é preciso pra te ter aqui comigo
E a velha chama reacender
Pra não te perder

Pra não te perder";1
108;Gusttavo Lima;Tudo Que Vai Um Dia Volta;"Você tá tão de boa né
Só o seu coração que tá de pé
O seu sorriso é de quem superou
Só foi tão fácil porque não existiu amor

Não é que eu to te desejando mal
Mas como vou desejar sorte pra um casal
Que não seja eu e você
Meu Deus que raiva de você

Tomara que no seu encontro com ele
Você quebre a cara
Tomara tomara
Que a taça de vinho derrame
Da sua boca escape meu nome
Pra você aprender
Pra você aprender

Porque tudo que vai um dia volta
Você é o motivo da minha revolta
Confesso que eu to torcendo pra você
Terminar com ele
Porque tudo que vai um dia volta
Você é o motivo da minha revolta
Confesso que eu to torcendo pra você
Terminar com ele
Afinal um arranhão
Não passa perto do estrago que fez no meu coração

Tomara que no seu encontro com ele
Você quebre a cara
Tomara tomara
Que a taça de vinho derrame
Da sua boca escape meu nome
Pra você aprender
Pra você aprender

Porque tudo que vai um dia volta
Você é o motivo da minha revolta
Confesso que eu to torcendo pra você
Terminar com ele
Porque tudo que vai um dia volta
Você é o motivo da minha revolta
Confesso que eu to torcendo pra você
Terminar com ele

Porque tudo que vai um dia volta
Você é o motivo da minha revolta
Confesso que eu to torcendo pra você
Terminar com ele
Porque tudo que vai um dia volta
Você é o motivo da minha revolta
Confesso que eu to torcendo pra você
Terminar com ele
Afinal um arranhão
Não passa perto do estrago que fez no meu coração";1
109;Gusttavo Lima;10 Anos;"Fala
Seria covardia ir embora sem dizer por quê
Existem tantas páginas dessa história pra escrever
Não venha inventar um fim

Fala
Depois de tanto tempo juntos, você vai deixar no ar?
Será que pensa que agindo assim o amor irá mudar?
Há tanto ainda pra viver
Tudo é nada sem você

Nosso amor não acabou e ainda digo mais
Vou te fazer lembrar de tudo que me prometeu há 10 anos atrás
Amor e muito mais
Tô pagando pra ver se você é capaz de me esquecer

Se for capaz, me esqueça";1
110;Gusttavo Lima;Carrinho na Areia;"Tô mais caseiro
Diminui o álcool
Troquei ate as rodas do meu carro
Supermercado, troquei a lista
Tem caixa de leite no lugar da caixa de latinha

Sou o exemplo da casa
Tem dois pequenos na área
Todo meu tempo agora é só deles
Dos dois e da mãe deles

Da garrafa pra mamadeira
Da balada pro pula-pula e um carrinho na areia
To mudado, to feliz, dá pra ver
Quando tiver filho cê vai entender
Da garrafa pra mamadeira
Da balada pro pula-pula e um carrinho na areia
To mudado, to feliz, dá pra ver
Quando tiver filho cê vai entender

Sou o exemplo da casa
Tem dois pequenos na área
Todo meu tempo agora é só deles
Dos dois e da mãe deles

Da garrafa pra mamadeira
Da balada pro pula-pula e um carrinho na areia
To mudado, to feliz, dá pra ver
Quando tiver filho cê vai entender
Da garrafa pra mamadeira
Da balada pro pula-pula e um carrinho na areia
To mudado, to feliz, dá pra ver
Quando tiver filho cê vai entender";1
111;Gusttavo Lima;Quem Traiu Levou;"Não tô jogando praga
Se tratando de amor, aqui se faz, aqui se paga
Vai preparando pra latada

E o que eu bebi, cê vai beber
E o que eu sofri, cê vai sofrer
Vai ver quanto custa amar alguém que não vale nada

Traição uma hora tem volta
Ela vem e não bate na porta
Tô aqui ansioso esperando sua vez chegar

Oh, oh, oh, oh, quem traiu levou
Desde que o mundo é mundo isso é regra
Vem na mesma moeda dobrado o valor
Oh, oh, oh, oh, quem traiu levou
O benzinho eu não quero o seu mal
Só sei que no final vai sorrir quem chorou";1
112;Gusttavo Lima;Online;"Já foi a maior alegria do meu coração
Depois virou minha maior decepção

Devia ter pensado antes
De trocar uma vida por um lance
Como é que ainda tem coragem
De pedir outra chance

Tá mandando mensagem pra que?
Querendo voltar onde não tem volta
Será que tá difícil de entender
Que um online sem resposta é resposta

Tá mandando mensagem pra que?
Querendo voltar onde não tem volta
Será que tá difícil de entender
Que um online sem resposta é resposta

Cheguei à conclusão
Você só gosta de quem não se importa";1
113;Gusttavo Lima;Mil Vezes Cantarei;"Cada vez que eu penso em você
Dói lembrar tanto amor que eu te dei
Teu amor que um dia foi meu
Hoje eu não sei
Quando o dia amanhece eu sinto que você ainda está nessa cama
E em minha emoção se derrama
Choro por ti
Se não fosse por essa canção
Já teria morrido de amor
Mas eu tenho a estranha ilusão
Que me escute e volte para mim
Mas de mil vezes cantarei
Porque não morre a ilusão
E onde quer que você vá
Escutará seu coração
Mais de mil vezes cantarei
Porque não morre essa paixão
E eu estou seguro que escutará seu coração
O seu coração
Se não fosse por essa canção
Já teria morrido de amor
Mas eu tenho a estranha ilusão
Que me escute e volte para mim
Mas de mil vezes cantarei
Porque não morre a ilusão
E onde quer que você vá
Escutará seu coração
Mais de mil vezes cantarei
Porque não morre essa paixão
E eu estou seguro que escutará seu coração
O seu coração
Que não morre essa paixão
E que não morra, por favor
Não nosso amor
O nosso amor";1
114;Gusttavo Lima;Tá Faltando Eu (Part. Jorge e Mateus);"Tá faltando eu em mim
Pergunto, mas não sei quem sou
Não sei se é bom ou se é ruim
Quero ficar, não sei se vou

Sou doce e amargo ao mesmo tempo
Me policio sem razão
Razão é o tipo que invento
Pra não cair na palma da mão

Tá faltando mais ação
Pra encarar e não fugir
A lava que já foi vulcão
É um iceberg dentro de mim

Pegadas que se tornam areia
Castelo de areia sempre cai
Se olham pra mim de cara feia
Meu coração desaba num ai

Preciso me curtir bem mais
É pena que só olho pros lados
Se a alma quer um banho de sais
O corpo quer me ver apaixonado

O medo aguça a atração
A solidão na pele arde
Espero que quando eu me ver
E acordar não seja tarde";1
115;Gusttavo Lima;Apelido Carinhoso;"Amor, não é segredo entre a gente
Que o meu término é recente
E você está arrumando o que ela revirou

E esse sentimento pendente
Que insiste em bagunçar a minha mente
Vai passar um dia, mas ainda não passou

Eu sei que você poderia ter escolhido 
Alguém menos complicado
Que não tivesse no presente uma pessoa do passado
Aceitar essa situação é uma prova de amor
Mas eu preciso que você me faça só mais um favor

Ainda não me chame de meu nego
Ainda não me chame de bebê
Porque era assim que ela me chamava
E o apelido carinhoso 
É o mais difícil de esquecer";1
116;Gusttavo Lima;Eu Não Iria;"De novo você vindo com esse papo bobo
Dizendo que quer terminar, que acabou é o fim
Mas não é tão simples assim

E de novo, você me xinga e joga tudo fora
Não tá nem aí pra nossa história
Melhor você pensar direito agora
Se sair por essa porta, não vai mais voltar
E guarda o conselho que eu vou te dar

Se fosse você eu não iria, não dá pra esquecer
E quanto mais distante mais seu coração
Vai me querer
Eu não iria, melhor ficar aqui
Chegando em casa vai se arrepender
E vai voltar pra mim

E de novo, você me xinga e joga tudo fora
Não tá nem aí pra nossa história
Melhor você pensar direito agora
Se sair por essa porta, não vai mais voltar
E guarda o conselho que eu vou te dar

Se fosse você eu não iria, não dá pra esquecer
E quanto mais distante mais seu coração
Vai me querer
Eu não iria, melhor ficar aqui
Chegando em casa vai se arrepender
E vai voltar pra mim";1
117;Gusttavo Lima;60 Segundos;"Me dê um minuto pra falar
Que eu preciso de você meu amor
59 segundos é o que resta
Pra entender essa paixão no meu peito.

Cada segundo que se passa
Mais aumenta essa vontade
Esse desejo, essa paixão
Que me domina, me fascina

O teu jeito de menina, tão linda
Você enlouquece o meu coração
Você sabe que eu estou em suas mãos

O tempo passa depressa quando estou com você
As horas viram minutos não consigo entender
E o que eu mais quero é viver ao seu lado...
Cada segundo amor

O tempo passa depressa quando estou com você
As horas viram minutos não consigo entender
E o que eu mais quero é viver ao seu lado...
Cada segundo amor

Te fazer feliz por toda vida.


By: Fernanda Almeida";1
118;Gusttavo Lima;Mundo de Ilusões;"Ei, por que tá me ligando em plena madrugada
Se entre nós dois não existe mais nada
Quer fazer com ele o que fez comigo

Ei, será que você não consegue ser fiel
Tá falando comigo dentro de um motel
Enganando ele como me enganou

Não vai ser dessa vez
Que vai fazer com ele o que você me fez
Por favor me escute logo de uma vez
Seu amor é um mundo de ilusões
Brigando com dois corações

Será que dentro do seu peito não tem coração
E a sua cabeça só pensa em traição
Sai pra lá com esse seu amor bandido

Me traiu com ele, quer trair ele comigo
Uo, uo
Você não sabe dar valor
Uo, uo
Agora perdeu o meu amor
Uo, uo
E vai perder ele também
Não deu certo comigo, não da certo com ninguém

Uo, uo, uo, uo, uo, uo, uo, uo
Agora perdeu o meu amor
Uo, uo
E vai perder ele também
Não deu certo comigo, não da certo com ninguém

Ei, porque tá me ligando em plena madrugada
Se entre nós dois não existe mais nada
Que fazer com ele o que fez comigo

Ei, será que você não consegue ser fiel
Tá falando comigo dentro de um motel
Enganando ele como me enganou

Não vai ser dessa vez
Que vai fazer com ele o que você me fez
Por favor me escute logo de uma vez
Seu amor é um mundo de ilusões
Brigando com dois corações

Será que dentro do seu peito não tem coração
E a sua cabeça só pensa em traição
Sai pra lá com esse seu amor bandido";1
119;Gusttavo Lima;Caquinho;"A menina que não sabia o que era um coração
Quando soube que podia ter o meu em suas mãos
Usou, feito um ioiô
Fingiu saber falar de amor
Me chamando de amor, oh-oh
De tanto brincar, quebrou e não quis consertar
Como de costume, achou bem melhor trocar

Vai ser sempre assim
Olha eu aqui, juntando caquinho por caquinho
Vai lembrar de mim, quando for juntar
Caquinho por caquinho, depois que alguém brincar, quebrar
E te trocar, é sempre assim

Usou, feito um ioiô
Fingiu saber falar de amor
Me chamando de amor, oh-oh
De tanto brincar, quebrou e não quis consertar
Como de costume, achou bem melhor trocar

Vai ser sempre assim
Olha eu aqui, juntando caquinho por caquinho
Vai lembrar de mim, quando for juntar
Caquinho por caquinho, depois que alguém brincar, quebrar
E te trocar, é sempre assim

Olha eu aqui, juntando caquinho por caquinho
Vai lembrar de mim, quando for juntar
Caquinho por caquinho, depois que alguém brincar, quebrar
E te trocar, é sempre assim
Cristiane Moreira";1
120;Gusttavo Lima;Sujeito;"Do que adianta apagar meu número da agenda
Se você sabe que ele ta gravado dentro da sua memoria
Do que adianta tomar todas no fim de semana
Se na segunda feira vai se repetir a mesma história
Você vai acordar, se olhar no espelho
E ai vai lembrar que existe um sujeito
Que você tenta e não consegue esquecer
Que não consegue esquecer

E quando se tocar que não tem volta
Cê vai querer voltar, faça uma aposta
Vai sentir por dentro tão vazia
Vai ver que era feliz e não sabia
Vai sobrar espaço na sua cama
Mas vai faltar alguém pra dizer que te ama
Mas mesmo ele tendo mil defeitos
Ninguém te completava como aquele sujeito

Você vai acordar, se olhar no espelho
E ai vai lembrar que existe um sujeito
Que você tenta e não consegue esquecer
Que não consegue esquecer

E quando se tocar que não tem volta
Cê vai querer voltar, faça uma aposta
Vai sentir por dentro tão vazia
Vai ver que era feliz e não sabia
Vai sobrar espaço na sua cama
Mas vai faltar pra dizer que te ama
Mas mesmo ele tendo mil defeitos
Ninguém te completava como aquele sujeito

E quando se tocar que não tem volta
Cê vai querer, faça uma aposta
Vai sentir por dentro tão vazia
Vai ver que era feliz e não sabia
Vai sobrar espaço na sua cama
Mas vai faltar pra dizer que te ama
Mas mesmo ele tendo mil defeitos
Ninguém te completava como aquele sujeito

Não adianta apagar meu numero da agenda";1
